line_item_id,quantity,product_id,product_name,price,total
454,14,26,Unbranded Chicken,4.86,68.04
1006,11,26,Unbranded Chicken,4.86,53.46
155,1,26,Unbranded Chicken,4.86,4.86
107,14,26,Unbranded Chicken,4.86,68.04
15,6,26,Unbranded Chicken,4.86,29.160000000000004
807,15,26,Unbranded Chicken,4.86,72.9
261,20,47,Tuna,9.72,194.4
153,3,47,Tuna,9.72,29.160000000000004
567,15,47,Tuna,9.72,145.8
211,20,47,Tuna,9.72,194.4
274,12,47,Tuna,9.72,116.64000000000001
424,6,47,Tuna,9.72,58.32000000000001
134,14,47,Tuna,9.72,136.08
521,6,47,Tuna,9.72,58.32000000000001
706,14,47,Tuna,9.72,136.08
1083,17,47,Tuna,9.72,165.24
56,16,47,Tuna,9.72,155.52
1063,4,47,Tuna,9.72,38.88
23,11,47,Tuna,9.72,106.92
330,3,32,Tasty Pizza,4.15,12.450000000000001
415,12,32,Tasty Pizza,4.15,49.800000000000004
414,20,32,Tasty Pizza,4.15,83.0
656,13,32,Tasty Pizza,4.15,53.95
269,3,32,Tasty Pizza,4.15,12.450000000000001
814,20,32,Tasty Pizza,4.15,83.0
639,15,32,Tasty Pizza,4.15,62.25000000000001
1042,20,32,Tasty Pizza,4.15,83.0
294,3,32,Tasty Pizza,4.15,12.450000000000001
400,3,32,Tasty Pizza,4.15,12.450000000000001
623,19,32,Tasty Pizza,4.15,78.85000000000001
1051,7,32,Tasty Pizza,4.15,29.050000000000004
316,13,32,Tasty Pizza,4.15,53.95
776,1,32,Tasty Pizza,4.15,4.15
319,18,32,Tasty Pizza,4.15,74.7
393,15,32,Tasty Pizza,4.15,62.25000000000001
891,5,32,Tasty Pizza,4.15,20.75
605,11,32,Tasty Pizza,4.15,45.650000000000006
647,4,32,Tasty Pizza,4.15,16.6
979,9,27,Table,2.67,24.03
808,1,27,Table,2.67,2.67
788,13,27,Table,2.67,34.71
525,12,27,Table,2.67,32.04
197,6,27,Table,2.67,16.02
270,7,27,Table,2.67,18.689999999999998
120,18,27,Table,2.67,48.06
406,20,27,Table,2.67,53.4
828,3,27,Table,2.67,8.01
403,14,27,Table,2.67,37.379999999999995
126,16,27,Table,2.67,42.72
237,11,27,Table,2.67,29.369999999999997
396,1,27,Table,2.67,2.67
610,15,27,Table,2.67,40.05
612,7,27,Table,2.67,18.689999999999998
587,9,27,Table,2.67,24.03
370,8,27,Table,2.67,21.36
307,20,49,Steel Sausages,5.35,107.0
763,15,49,Steel Sausages,5.35,80.25
622,1,49,Steel Sausages,5.35,5.35
2,20,49,Steel Sausages,5.35,107.0
191,12,49,Steel Sausages,5.35,64.19999999999999
225,20,49,Steel Sausages,5.35,107.0
54,19,49,Steel Sausages,5.35,101.64999999999999
220,17,49,Steel Sausages,5.35,90.94999999999999
315,18,49,Steel Sausages,5.35,96.3
604,15,49,Steel Sausages,5.35,80.25
401,19,49,Steel Sausages,5.35,101.64999999999999
89,18,49,Steel Sausages,5.35,96.3
413,11,49,Steel Sausages,5.35,58.849999999999994
1076,6,49,Steel Sausages,5.35,32.099999999999994
365,12,49,Steel Sausages,5.35,64.19999999999999
821,13,49,Steel Sausages,5.35,69.55
939,16,49,Steel Sausages,5.35,85.6
1044,4,31,Steel Mouse,1.24,4.96
308,4,31,Steel Mouse,1.24,4.96
98,17,31,Steel Mouse,1.24,21.08
994,7,31,Steel Mouse,1.24,8.68
187,10,31,Steel Mouse,1.24,12.4
678,15,31,Steel Mouse,1.24,18.6
194,9,31,Steel Mouse,1.24,11.16
1019,5,31,Steel Mouse,1.24,6.2
734,6,31,Steel Mouse,1.24,7.4399999999999995
279,7,31,Steel Mouse,1.24,8.68
564,12,31,Steel Mouse,1.24,14.879999999999999
779,14,31,Steel Mouse,1.24,17.36
254,3,31,Steel Mouse,1.24,3.7199999999999998
1020,19,31,Steel Mouse,1.24,23.56
966,3,31,Steel Mouse,1.24,3.7199999999999998
333,11,31,Steel Mouse,1.24,13.64
601,7,31,Steel Mouse,1.24,8.68
318,4,31,Steel Mouse,1.24,4.96
465,10,31,Steel Mouse,1.24,12.4
753,9,31,Steel Mouse,1.24,11.16
241,11,31,Steel Mouse,1.24,13.64
775,10,31,Steel Mouse,1.24,12.4
760,16,31,Steel Mouse,1.24,19.84
657,10,33,Steel Computer,7.42,74.2
461,4,33,Steel Computer,7.42,29.68
537,5,33,Steel Computer,7.42,37.1
893,14,33,Steel Computer,7.42,103.88
430,13,33,Steel Computer,7.42,96.46
701,17,33,Steel Computer,7.42,126.14
504,5,33,Steel Computer,7.42,37.1
363,7,33,Steel Computer,7.42,51.94
48,8,33,Steel Computer,7.42,59.36
858,16,33,Steel Computer,7.42,118.72
650,10,21,Steel Car,9.18,91.8
955,17,21,Steel Car,9.18,156.06
654,11,21,Steel Car,9.18,100.97999999999999
421,6,21,Steel Car,9.18,55.08
641,14,21,Steel Car,9.18,128.51999999999998
388,11,21,Steel Car,9.18,100.97999999999999
263,20,21,Steel Car,9.18,183.6
325,10,21,Steel Car,9.18,91.8
539,14,21,Steel Car,9.18,128.51999999999998
326,6,21,Steel Car,9.18,55.08
817,7,21,Steel Car,9.18,64.25999999999999
397,3,21,Steel Car,9.18,27.54
439,5,21,Steel Car,9.18,45.9
853,12,21,Steel Car,9.18,110.16
1009,20,21,Steel Car,9.18,183.6
953,7,21,Steel Car,9.18,64.25999999999999
45,13,21,Steel Car,9.18,119.34
1078,10,21,Steel Car,9.18,91.8
262,4,13,Soft Pizza,1.81,7.24
91,7,13,Soft Pizza,1.81,12.67
904,6,13,Soft Pizza,1.81,10.86
249,14,13,Soft Pizza,1.81,25.34
449,9,13,Soft Pizza,1.81,16.29
429,11,13,Soft Pizza,1.81,19.91
1045,18,13,Soft Pizza,1.81,32.58
759,2,13,Soft Pizza,1.81,3.62
21,1,13,Soft Pizza,1.81,1.81
967,10,13,Soft Pizza,1.81,18.1
603,16,13,Soft Pizza,1.81,28.96
500,15,13,Soft Pizza,1.81,27.150000000000002
729,17,13,Soft Pizza,1.81,30.77
797,11,13,Soft Pizza,1.81,19.91
343,12,13,Soft Pizza,1.81,21.72
344,3,13,Soft Pizza,1.81,5.43
941,11,13,Soft Pizza,1.81,19.91
698,16,13,Soft Pizza,1.81,28.96
673,12,13,Soft Pizza,1.81,21.72
515,12,22,Small Shirt,6.81,81.72
512,11,22,Small Shirt,6.81,74.91
549,9,22,Small Shirt,6.81,61.29
1012,9,22,Small Shirt,6.81,61.29
1055,2,22,Small Shirt,6.81,13.62
447,9,22,Small Shirt,6.81,61.29
284,4,22,Small Shirt,6.81,27.24
545,13,22,Small Shirt,6.81,88.53
386,12,22,Small Shirt,6.81,81.72
106,8,22,Small Shirt,6.81,54.48
606,5,22,Small Shirt,6.81,34.05
733,3,22,Small Shirt,6.81,20.43
634,8,22,Small Shirt,6.81,54.48
768,10,22,Small Shirt,6.81,68.1
181,10,22,Small Shirt,6.81,68.1
180,19,22,Small Shirt,6.81,129.39
195,13,22,Small Shirt,6.81,88.53
425,8,15,Small Fish,1.34,10.72
300,7,15,Small Fish,1.34,9.38
938,3,15,Small Fish,1.34,4.0200000000000005
671,5,15,Small Fish,1.34,6.7
130,16,15,Small Fish,1.34,21.44
672,6,15,Small Fish,1.34,8.040000000000001
35,5,15,Small Fish,1.34,6.7
675,6,15,Small Fish,1.34,8.040000000000001
1031,20,15,Small Fish,1.34,26.8
201,9,15,Small Fish,1.34,12.06
409,4,15,Small Fish,1.34,5.36
62,10,15,Small Fish,1.34,13.4
536,8,15,Small Fish,1.34,10.72
1088,18,15,Small Fish,1.34,24.12
193,12,15,Small Fish,1.34,16.080000000000002
239,16,15,Small Fish,1.34,21.44
712,11,15,Small Fish,1.34,14.74
1102,16,15,Small Fish,1.34,21.44
489,7,15,Small Fish,1.34,9.38
973,13,15,Small Fish,1.34,17.42
338,11,15,Small Fish,1.34,14.74
156,15,15,Small Fish,1.34,20.1
962,11,15,Small Fish,1.34,14.74
71,14,15,Small Fish,1.34,18.76
55,11,15,Small Fish,1.34,14.74
746,11,15,Small Fish,1.34,14.74
609,9,15,Small Fish,1.34,12.06
989,16,15,Small Fish,1.34,21.44
40,19,15,Small Fish,1.34,25.46
592,10,15,Small Fish,1.34,13.4
799,20,7,Sleek Granite Car,9.03,180.6
474,17,7,Sleek Granite Car,9.03,153.51
495,7,7,Sleek Granite Car,9.03,63.209999999999994
74,7,7,Sleek Granite Car,9.03,63.209999999999994
950,18,7,Sleek Granite Car,9.03,162.54
986,5,7,Sleek Granite Car,9.03,45.15
293,20,7,Sleek Granite Car,9.03,180.6
1070,20,7,Sleek Granite Car,9.03,180.6
196,7,7,Sleek Granite Car,9.03,63.209999999999994
526,14,7,Sleek Granite Car,9.03,126.41999999999999
550,8,7,Sleek Granite Car,9.03,72.24
372,7,7,Sleek Granite Car,9.03,63.209999999999994
988,18,7,Sleek Granite Car,9.03,162.54
1101,3,7,Sleek Granite Car,9.03,27.089999999999996
231,16,7,Sleek Granite Car,9.03,144.48
255,18,7,Sleek Granite Car,9.03,162.54
927,10,7,Sleek Granite Car,9.03,90.3
848,14,7,Sleek Granite Car,9.03,126.41999999999999
467,20,36,Sleek Concrete Cheese,3.92,78.4
376,20,36,Sleek Concrete Cheese,3.92,78.4
96,5,36,Sleek Concrete Cheese,3.92,19.6
1061,2,36,Sleek Concrete Cheese,3.92,7.84
571,2,36,Sleek Concrete Cheese,3.92,7.84
233,16,36,Sleek Concrete Cheese,3.92,62.72
765,17,36,Sleek Concrete Cheese,3.92,66.64
146,9,36,Sleek Concrete Cheese,3.92,35.28
171,12,36,Sleek Concrete Cheese,3.92,47.04
42,14,36,Sleek Concrete Cheese,3.92,54.879999999999995
76,3,36,Sleek Concrete Cheese,3.92,11.76
38,7,36,Sleek Concrete Cheese,3.92,27.439999999999998
1050,11,36,Sleek Concrete Cheese,3.92,43.12
311,6,36,Sleek Concrete Cheese,3.92,23.52
298,15,36,Sleek Concrete Cheese,3.92,58.8
136,5,36,Sleek Concrete Cheese,3.92,19.6
914,16,36,Sleek Concrete Cheese,3.92,62.72
1079,8,36,Sleek Concrete Cheese,3.92,31.36
503,13,36,Sleek Concrete Cheese,3.92,50.96
88,11,36,Sleek Concrete Cheese,3.92,43.12
423,12,36,Sleek Concrete Cheese,3.92,47.04
826,14,11,Shoes,7.13,99.82
822,6,11,Shoes,7.13,42.78
133,17,11,Shoes,7.13,121.21
445,3,11,Shoes,7.13,21.39
869,6,11,Shoes,7.13,42.78
949,15,11,Shoes,7.13,106.95
840,17,11,Shoes,7.13,121.21
102,13,11,Shoes,7.13,92.69
121,8,11,Shoes,7.13,57.04
602,10,11,Shoes,7.13,71.3
532,13,11,Shoes,7.13,92.69
710,4,11,Shoes,7.13,28.52
527,6,11,Shoes,7.13,42.78
285,18,11,Shoes,7.13,128.34
559,14,11,Shoes,7.13,99.82
643,20,11,Shoes,7.13,142.6
627,15,11,Shoes,7.13,106.95
1003,1,11,Shoes,7.13,7.13
566,11,11,Shoes,7.13,78.42999999999999
468,16,11,Shoes,7.13,114.08
581,11,11,Shoes,7.13,78.42999999999999
761,15,11,Shoes,7.13,106.95
1049,13,11,Shoes,7.13,92.69
624,13,18,Shirt,0.23,2.99
620,11,18,Shirt,0.23,2.5300000000000002
833,5,18,Shirt,0.23,1.1500000000000001
404,1,18,Shirt,0.23,0.23
691,4,18,Shirt,0.23,0.92
872,3,18,Shirt,0.23,0.6900000000000001
1069,12,18,Shirt,0.23,2.7600000000000002
961,9,18,Shirt,0.23,2.0700000000000003
309,18,18,Shirt,0.23,4.140000000000001
780,8,18,Shirt,0.23,1.84
431,6,18,Shirt,0.23,1.3800000000000001
434,17,18,Shirt,0.23,3.91
511,3,18,Shirt,0.23,0.6900000000000001
700,5,3,Sausages,5.42,27.1
732,7,3,Sausages,5.42,37.94
1066,9,46,Sausages,3.79,34.11
614,16,3,Sausages,5.42,86.72
756,19,3,Sausages,5.42,102.98
990,2,3,Sausages,5.42,10.84
485,17,3,Sausages,5.42,92.14
862,14,46,Sausages,3.79,53.06
631,12,46,Sausages,3.79,45.480000000000004
565,3,46,Sausages,3.79,11.370000000000001
398,2,3,Sausages,5.42,10.84
659,11,3,Sausages,5.42,59.62
818,2,46,Sausages,3.79,7.58
543,7,3,Sausages,5.42,37.94
1100,18,46,Sausages,3.79,68.22
725,20,3,Sausages,5.42,108.4
722,5,3,Sausages,5.42,27.1
772,13,46,Sausages,3.79,49.27
556,11,46,Sausages,3.79,41.69
1109,1,46,Sausages,3.79,3.79
268,12,3,Sausages,5.42,65.03999999999999
119,2,3,Sausages,5.42,10.84
364,14,46,Sausages,3.79,53.06
303,9,3,Sausages,5.42,48.78
200,17,46,Sausages,3.79,64.43
245,12,3,Sausages,5.42,65.03999999999999
252,13,46,Sausages,3.79,49.27
135,14,3,Sausages,5.42,75.88
281,1,3,Sausages,5.42,5.42
152,3,46,Sausages,3.79,11.370000000000001
215,20,3,Sausages,5.42,108.4
351,10,46,Sausages,3.79,37.9
327,1,3,Sausages,5.42,5.42
354,8,46,Sausages,3.79,30.32
73,7,43,Salad,0.53,3.71
183,14,43,Salad,0.53,7.42
586,1,43,Salad,0.53,0.53
830,8,43,Salad,0.53,4.24
1067,12,43,Salad,0.53,6.36
952,20,43,Salad,0.53,10.600000000000001
232,9,43,Salad,0.53,4.7700000000000005
81,20,43,Salad,0.53,10.600000000000001
850,6,43,Salad,0.53,3.18
320,1,43,Salad,0.53,0.53
310,11,43,Salad,0.53,5.83
87,3,43,Salad,0.53,1.59
206,6,43,Salad,0.53,3.18
312,14,43,Salad,0.53,7.42
873,13,43,Salad,0.53,6.890000000000001
552,15,52,Rubber Towels,4.72,70.8
774,20,52,Rubber Towels,4.72,94.39999999999999
346,15,52,Rubber Towels,4.72,70.8
812,19,52,Rubber Towels,4.72,89.67999999999999
65,4,52,Rubber Towels,4.72,18.88
865,7,52,Rubber Towels,4.72,33.04
297,13,52,Rubber Towels,4.72,61.36
523,2,52,Rubber Towels,4.72,9.44
847,11,52,Rubber Towels,4.72,51.919999999999995
901,12,52,Rubber Towels,4.72,56.64
13,20,52,Rubber Towels,4.72,94.39999999999999
703,15,52,Rubber Towels,4.72,70.8
256,5,52,Rubber Towels,4.72,23.599999999999998
626,3,52,Rubber Towels,4.72,14.16
688,11,52,Rubber Towels,4.72,51.919999999999995
646,13,52,Rubber Towels,4.72,61.36
392,14,52,Rubber Towels,4.72,66.08
726,5,52,Rubber Towels,4.72,23.599999999999998
680,19,52,Rubber Towels,4.72,89.67999999999999
992,12,48,Rubber Mouse,7.85,94.19999999999999
105,9,48,Rubber Mouse,7.85,70.64999999999999
591,16,48,Rubber Mouse,7.85,125.6
786,11,48,Rubber Mouse,7.85,86.35
544,14,48,Rubber Mouse,7.85,109.89999999999999
1043,1,48,Rubber Mouse,7.85,7.85
259,18,48,Rubber Mouse,7.85,141.29999999999998
598,19,48,Rubber Mouse,7.85,149.15
669,6,48,Rubber Mouse,7.85,47.099999999999994
1007,9,48,Rubber Mouse,7.85,70.64999999999999
666,14,48,Rubber Mouse,7.85,109.89999999999999
748,11,48,Rubber Mouse,7.85,86.35
350,20,48,Rubber Mouse,7.85,157.0
235,16,48,Rubber Mouse,7.85,125.6
224,7,48,Rubber Mouse,7.85,54.949999999999996
696,8,48,Rubber Mouse,7.85,62.8
694,1,30,Refined Cotton Sausages,3.78,3.78
501,1,30,Refined Cotton Sausages,3.78,3.78
426,13,30,Refined Cotton Sausages,3.78,49.14
964,8,30,Refined Cotton Sausages,3.78,30.24
484,4,30,Refined Cotton Sausages,3.78,15.12
735,10,30,Refined Cotton Sausages,3.78,37.8
355,9,30,Refined Cotton Sausages,3.78,34.019999999999996
909,13,30,Refined Cotton Sausages,3.78,49.14
466,1,30,Refined Cotton Sausages,3.78,3.78
348,19,30,Refined Cotton Sausages,3.78,71.82
479,14,30,Refined Cotton Sausages,3.78,52.919999999999995
477,16,30,Refined Cotton Sausages,3.78,60.48
1038,18,30,Refined Cotton Sausages,3.78,68.03999999999999
108,1,30,Refined Cotton Sausages,3.78,3.78
560,16,56,Refined Ball,6.3,100.8
209,18,56,Refined Ball,6.3,113.39999999999999
272,12,56,Refined Ball,6.3,75.6
576,16,56,Refined Ball,6.3,100.8
805,18,56,Refined Ball,6.3,113.39999999999999
163,7,56,Refined Ball,6.3,44.1
738,14,56,Refined Ball,6.3,88.2
754,3,56,Refined Ball,6.3,18.9
382,5,56,Refined Ball,6.3,31.5
530,16,56,Refined Ball,6.3,100.8
633,8,56,Refined Ball,6.3,50.4
1056,7,56,Refined Ball,6.3,44.1
462,17,56,Refined Ball,6.3,107.1
1036,4,56,Refined Ball,6.3,25.2
463,4,56,Refined Ball,6.3,25.2
1054,1,56,Refined Ball,6.3,6.3
368,16,44,Practical Tuna,1.0,16.0
111,7,44,Practical Tuna,1.0,7.0
667,19,44,Practical Tuna,1.0,19.0
674,4,44,Practical Tuna,1.0,4.0
341,8,44,Practical Tuna,1.0,8.0
899,15,44,Practical Tuna,1.0,15.0
149,13,44,Practical Tuna,1.0,13.0
334,19,44,Practical Tuna,1.0,19.0
44,16,44,Practical Tuna,1.0,16.0
1032,11,44,Practical Tuna,1.0,11.0
175,2,44,Practical Tuna,1.0,2.0
583,20,44,Practical Tuna,1.0,20.0
416,7,44,Practical Tuna,1.0,7.0
621,9,44,Practical Tuna,1.0,9.0
823,8,44,Practical Tuna,1.0,8.0
886,12,44,Practical Tuna,1.0,12.0
896,18,44,Practical Tuna,1.0,18.0
470,20,44,Practical Tuna,1.0,20.0
168,12,41,Practical Steel Towels,4.49,53.88
518,17,41,Practical Steel Towels,4.49,76.33
446,5,41,Practical Steel Towels,4.49,22.450000000000003
7,6,41,Practical Steel Towels,4.49,26.94
203,10,41,Practical Steel Towels,4.49,44.900000000000006
655,6,41,Practical Steel Towels,4.49,26.94
682,18,41,Practical Steel Towels,4.49,80.82000000000001
684,10,41,Practical Steel Towels,4.49,44.900000000000006
638,2,41,Practical Steel Towels,4.49,8.98
82,13,41,Practical Steel Towels,4.49,58.370000000000005
422,10,41,Practical Steel Towels,4.49,44.900000000000006
1041,2,41,Practical Steel Towels,4.49,8.98
619,15,41,Practical Steel Towels,4.49,67.35000000000001
718,5,41,Practical Steel Towels,4.49,22.450000000000003
1093,6,35,Practical Fish,8.83,52.980000000000004
68,17,35,Practical Fish,8.83,150.11
542,18,35,Practical Fish,8.83,158.94
32,1,35,Practical Fish,8.83,8.83
811,13,35,Practical Fish,8.83,114.79
288,8,35,Practical Fish,8.83,70.64
1105,18,35,Practical Fish,8.83,158.94
28,14,35,Practical Fish,8.83,123.62
399,11,35,Practical Fish,8.83,97.13
104,16,35,Practical Fish,8.83,141.28
83,5,35,Practical Fish,8.83,44.15
946,11,35,Practical Fish,8.83,97.13
497,18,35,Practical Fish,8.83,158.94
954,11,35,Practical Fish,8.83,97.13
845,18,35,Practical Fish,8.83,158.94
625,17,24,Plastic Pants,6.62,112.54
478,16,24,Plastic Pants,6.62,105.92
757,4,24,Plastic Pants,6.62,26.48
384,13,24,Plastic Pants,6.62,86.06
1011,15,24,Plastic Pants,6.62,99.3
762,12,24,Plastic Pants,6.62,79.44
20,9,24,Plastic Pants,6.62,59.58
457,11,24,Plastic Pants,6.62,72.82000000000001
889,15,24,Plastic Pants,6.62,99.3
782,8,24,Plastic Pants,6.62,52.96
970,2,24,Plastic Pants,6.62,13.24
510,2,24,Plastic Pants,6.62,13.24
9,16,24,Plastic Pants,6.62,105.92
92,10,24,Plastic Pants,6.62,66.2
114,3,24,Plastic Pants,6.62,19.86
705,15,24,Plastic Pants,6.62,99.3
360,5,24,Plastic Pants,6.62,33.1
198,11,24,Plastic Pants,6.62,72.82000000000001
513,5,24,Plastic Pants,6.62,33.1
635,6,24,Plastic Pants,6.62,39.72
898,19,51,Pants,9.89,187.91000000000003
3,11,51,Pants,9.89,108.79
739,7,51,Pants,9.89,69.23
190,5,51,Pants,9.89,49.45
31,1,51,Pants,9.89,9.89
223,2,51,Pants,9.89,19.78
116,10,51,Pants,9.89,98.9
459,20,51,Pants,9.89,197.8
321,17,51,Pants,9.89,168.13
707,9,51,Pants,9.89,89.01
441,17,51,Pants,9.89,168.13
841,14,51,Pants,9.89,138.46
75,3,51,Pants,9.89,29.67
690,1,51,Pants,9.89,9.89
5,7,51,Pants,9.89,69.23
794,11,51,Pants,9.89,108.79
516,8,51,Pants,9.89,79.12
11,5,51,Pants,9.89,49.45
410,8,57,New Fresh Chips,7.73,61.84
658,12,57,New Fresh Chips,7.73,92.76
188,2,57,New Fresh Chips,7.73,15.46
405,1,57,New Fresh Chips,7.73,7.73
219,14,57,New Fresh Chips,7.73,108.22
251,8,57,New Fresh Chips,7.73,61.84
594,13,57,New Fresh Chips,7.73,100.49000000000001
210,13,57,New Fresh Chips,7.73,100.49000000000001
1095,4,57,New Fresh Chips,7.73,30.92
617,15,57,New Fresh Chips,7.73,115.95
663,19,57,New Fresh Chips,7.73,146.87
998,1,57,New Fresh Chips,7.73,7.73
905,7,57,New Fresh Chips,7.73,54.11
179,11,57,New Fresh Chips,7.73,85.03
829,11,57,New Fresh Chips,7.73,85.03
741,3,57,New Fresh Chips,7.73,23.19
856,3,57,New Fresh Chips,7.73,23.19
758,12,57,New Fresh Chips,7.73,92.76
993,1,57,New Fresh Chips,7.73,7.73
57,11,57,New Fresh Chips,7.73,85.03
1080,9,12,Mouse,6.42,57.78
506,15,42,Mouse,9.46,141.9
131,10,12,Mouse,6.42,64.2
827,2,42,Mouse,9.46,18.92
960,16,12,Mouse,6.42,102.72
123,15,42,Mouse,9.46,141.9
389,6,12,Mouse,6.42,38.519999999999996
846,6,12,Mouse,6.42,38.519999999999996
923,15,12,Mouse,6.42,96.3
851,19,12,Mouse,6.42,121.98
290,9,42,Mouse,9.46,85.14000000000001
216,16,42,Mouse,9.46,151.36
876,1,12,Mouse,6.42,6.42
879,12,42,Mouse,9.46,113.52000000000001
887,9,12,Mouse,6.42,57.78
103,11,12,Mouse,6.42,70.62
668,3,12,Mouse,6.42,19.259999999999998
381,19,12,Mouse,6.42,121.98
185,20,12,Mouse,6.42,128.4
69,5,12,Mouse,6.42,32.1
1052,12,42,Mouse,9.46,113.52000000000001
50,1,12,Mouse,6.42,6.42
472,2,42,Mouse,9.46,18.92
568,19,42,Mouse,9.46,179.74
137,10,42,Mouse,9.46,94.60000000000001
777,20,12,Mouse,6.42,128.4
356,12,12,Mouse,6.42,77.03999999999999
287,10,42,Mouse,9.46,94.60000000000001
809,9,12,Mouse,6.42,57.78
442,19,12,Mouse,6.42,121.98
816,8,42,Mouse,9.46,75.68
139,15,42,Mouse,9.46,141.9
740,3,42,Mouse,9.46,28.380000000000003
165,8,54,Licensed Plastic Bike,9.3,74.4
26,15,54,Licensed Plastic Bike,9.3,139.5
894,16,54,Licensed Plastic Bike,9.3,148.8
4,17,54,Licensed Plastic Bike,9.3,158.10000000000002
